Company,Ticker,Sector,Market Cap,num. of employees,revenue,profit,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,rank,rank_change,Website
Walmart,WMT,Retailing,352037,2300000,572754,13673,Bentonville,AR,no,no,no,yes,1,C. Douglas McMillon,1,0,https://www.stock.walmart.com
Amazon,AMZN,Retailing,1202717,1608000,469822,33364,Seattle,WA,no,no,no,yes,2,Andrew R. Jassy,2,0,www.amazon.com
Apple,AAPL,Technology,2443962,154000,365817,94680,Cupertino,CA,no,no,no,yes,3,Timothy D. Cook,3,0,www.apple.com
CVS Health,CVS,Health Care,125204,258000,292111,7910,Woonsocket,RI,no,no,yes,yes,4,Karen Lynch,4,0,https://www.cvshealth.com
UnitedHealth Group,UNH,Health Care,500468,350000,287597,17285,Minnetonka,MN,no,no,no,yes,5,Andrew P. Witty,5,0,www.unitedhealthgroup.com
Exxon Mobil,XOM,Energy,371841,63000,285640,23040,Irving,TX,no,no,no,yes,10,Darren W. Woods,6,4,www.exxonmobil.com
Berkshire Hathaway,BRKA,Financials,625468,372000,276094,89795,Omaha,NE,no,no,no,yes,6,Warren E. Buffett,7,-1,www.berkshirehathaway.com
Alphabet,GOOGL,Technology,1309359,156500,257637,76033,Mountain View,CA,no,no,no,yes,9,Sundar Pichai,8,1,https://www.abc.xyz
McKesson,MCK,Health Care,47377,67500,238228,-4539,Irving,TX,no,no,no,no,7,Brian S. Tyler,9,-2,www.mckesson.com
AmerisourceBergen,ABC,Health Care,29972,40000,213988.8,1539.9,Conshohocken,PA,no,no,no,yes,8,Steven H. Collis,10,-2,www.amerisourcebergen.com
Costco Wholesale,COST,Retailing,230443,288000,195929,5007,Issaquah,WA,no,no,no,yes,12,W. Craig Jelinek,11,1,www.costco.com
Cigna,CI,Health Care,88459,72963,174078,5365,Bloomfield,CT,no,no,no,yes,13,David Cordani,12,1,https://www.cigna.com
AT&T,T,Telecommunications,148907,202600,168864,20081,Dallas,TX,no,no,no,yes,11,John T. Stankey,13,-2,www.att.com
Microsoft,MSFT,Technology,1941033,181000,168088,61271,Redmond,WA,no,no,no,yes,15,Satya Nadella,14,1,www.microsoft.com
Cardinal Health,CAH,Health Care,15169,46827,162467,611,Dublin,OH,no,no,no,yes,14,Jason Hollar,15,-1,www.cardinalhealth.com
Chevron,CVX,Energy,284132,42595,162465,15625,San Ramon,CA,no,no,no,yes,27,Michael K. Wirth,16,11,www.chevron.com
Home Depot,HD,Retailing,308152,490600,151157,16433,Atlanta,GA,no,no,no,yes,18,Edward P. Decker,17,1,www.homedepot.com
Walgreens Boots Alliance,WBA,Food & Drug Stores,33360,258500,148579,2542,Deerfield,IL,no,no,yes,yes,16,Roz Brewer,18,-2,www.walgreensbootsalliance.com
Marathon Petroleum,MPC,Energy,47526,17700,141032,9738,Findlay,OH,no,no,no,yes,32,Michael J. Hennigan,19,13,www.marathonpetroleum.com
Elevance Health,ELV,Health Care,119923,98200,138639,6104,Indianapolis,IN,no,no,yes,yes,23,Gail K. Boudreaux,20,3,www.elevancehealth.com
Kroger,KR,Food & Drug Stores,33846,420000,137888,1655,Cincinnati,OH,no,no,no,yes,17,W. Rodney McMullen,21,-4,www.thekrogerco.com
Ford Motor,F,Motor Vehicles & Parts,50609,183000,136341,17937,Dearborn,MI,no,no,no,yes,21,James D. Farley Jr.,22,-1,www.ford.com
Verizon Communications,VZ,Telecommunications,211872,118400,133613,22065,New York,NY,no,no,no,yes,20,Hans E. Vestberg,23,-3,www.verizon.com
JPMorgan Chase,JPM,Financials,336469,271025,127202,48334,New York,NY,no,no,no,yes,19,James Dimon,24,-5,www.jpmorganchase.com
General Motors,GM,Motor Vehicles & Parts,50156,157000,127004,10019,Detroit,MI,no,no,yes,yes,22,Mary T. Barra,25,-3,www.gm.com
Centene,CNC,Health Care,53429,72500,125982,1347,St. Louis,MO,no,no,yes,yes,24,Sarah M. London,26,-2,www.centene.com
Meta Platforms,META,Technology,475718,71970,117929,39370,Menlo Park,CA,no,yes,no,yes,34,Mark Zuckerberg,27,7,https://investor.fb.com
Comcast,CMCSA,Telecommunications,185069,189000,116385,14159,Philadelphia,PA,no,no,no,yes,26,Brian L. Roberts,28,-2,www.comcastcorporation.com
Phillips 66,PSX,Energy,41091,14000,114852,1317,Houston,TX,no,no,no,yes,48,Mark E. Lashier,29,19,www.phillips66.com
Valero Energy,VLO,Energy,44376,9804,108332,930,San Antonio,TX,no,no,no,yes,53,Joseph W. Gorder,30,23,www.valero.com
Dell Technologies,DELL,Technology,32568,133000,106995,5563,Round Rock,TX,no,yes,no,yes,28,Michael S. Dell,31,-3,www.delltechnologies.com
Target,TGT,Retailing,71112,450000,106005,6946,Minneapolis,MN,no,no,no,yes,30,Brian C. Cornell,32,-2,www.target.com
Fannie Mae,FNMA,Financials,3961,7400,101543,22176,Washington,DC,no,no,no,yes,25,David C. Benson,33,-8,www.fanniemae.com
United Parcel Service,UPS,Transportation,162355,400945,97287,12890,Atlanta,GA,no,no,yes,yes,35,Carol B. Tomé,34,1,www.ups.com
Lowe's,LOW,Retailing,120655,270000,96250,8442,Mooresville,NC,no,no,no,yes,31,Marvin R. Ellison,35,-4,www.lowes.com
Bank of America,BAC,Financials,268697,208248,93851,31978,Charlotte,NC,no,no,no,yes,29,Brian T. Moynihan,36,-7,www.bankofamerica.com
Johnson & Johnson,JNJ,Health Care,451785,141700,93775,20878,New Brunswick,NJ,no,no,no,yes,36,Joaquin Duato,37,-1,www.jnj.com
Archer Daniels Midland,ADM,"Food, Beverages & Tobacco",41545,39979,85249,2709,Chicago,IL,no,no,no,yes,51,Juan R. Luciano,38,13,www.adm.com
FedEx,FDX,Transportation,58577,484000,83959,5231,Memphis,TN,no,yes,no,yes,45,Rajesh Subramaniam,39,6,www.fedex.com
Humana,HUM,Health Care,62653,95500,83064,2933,Louisville,KY,no,no,no,yes,41,Bruce D. Broussard,40,1,www.humana.com
Wells Fargo,WFC,Financials,162606,247848,82407,21548,San Francisco,CA,no,no,no,yes,37,Charles W. Scharf,41,-4,www.wellsfargo.com
State Farm Insurance,STFGX,Financials,143000,53586,82224.7,1280.9,Bloomington,IL,no,no,no,yes,39,Michael L. Tipsord,42,-3,www.statefarm.com
Pfizer,PFE,Health Care,288232,79000,81288,21979,New York,NY,no,no,no,yes,77,Albert Bourla,43,34,www.pfizer.com
Citigroup,C,Financials,100976,221768,79865,21952,New York,NY,no,no,yes,yes,33,Jane Fraser,44,-11,www.citigroup.com
PepsiCo,PEP,"Food, Beverages & Tobacco",234697,309000,79474,7618,Purchase,NY,no,no,no,yes,44,Ramon L. Laguarta,45,-1,www.pepsico.com
Intel,INTC,Technology,164460,121100,79024,19868,Santa Clara,CA,no,no,no,yes,40,Patrick P. Gelsinger,46,-6,www.intel.com
Procter & Gamble,PG,Household Products,345595,101000,76118,14306,Cincinnati,OH,no,no,no,yes,43,Jon R. Moeller,47,-4,www.pg.com
General Electric,GE,Industrials,73458,168000,74196,-6520,Boston,MA,no,no,no,no,38,H. Lawrence Culp Jr.,48,-10,www.ge.com
IBM,IBM,Technology,107307,297800,72344,5743,Armonk,NY,no,no,no,yes,42,Arvind Krishna,49,-7,https://www.ibm.com
MetLife,MET,Financials,49443,43000,71080,6554,New York,NY,no,no,no,yes,46,Michel A. Khalaf,50,-4,www.metlife.com
Prudential Financial,PRU,Financials,35689,40916,70934,7724,Newark,NJ,no,no,no,yes,55,Charles F. Lowrey,51,4,www.prudential.com
Albertsons,ACI,Food & Drug Stores,14087,300000,69690.4,850.2,Boise,ID,no,no,no,yes,52,Vivek Sankaran,52,0,www.albertsonscompanies.com
Walt Disney,DIS,Media,181438,171000,67418,1995,Burbank,CA,no,no,no,yes,50,Robert A. Chapek,53,-3,www.thewaltdisneycompany.com
Energy Transfer,ET,Energy,32182,12558,67417,5470,Dallas,TX,no,no,no,yes,81,Thomas E. Long/Marshall S. McCrea III,54,27,www.energytransfer.com
Lockheed Martin,LMT,Aerospace & Defense,103510,114000,67044,6315,Bethesda,MD,no,no,no,yes,49,James D. Taiclet Jr.,55,-6,www.lockheedmartin.com
Freddie Mac,FMCC,Financials,2055,7301,65898,12109,McLean,VA,no,no,no,yes,47,Michael J. DeVito,56,-9,www.freddiemac.com
Goldman Sachs Group,GS,Financials,113877,43900,64989,21635,New York,NY,no,no,no,yes,59,David M. Solomon,57,2,www.goldmansachs.com
Raytheon Technologies,RTX,Aerospace & Defense,139531,174000,64388,3864,Waltham,MA,no,no,no,yes,57,Gregory J. Hayes,58,-1,www.rtx.com
HP,HPQ,Technology,33951,51000,63487,6503,Palo Alto,CA,no,no,no,yes,56,Enrique J. Lores,59,-3,www.hp.com
Boeing,BA,Aerospace & Defense,92372,142000,62286,-4202,Chicago,IL,no,no,no,no,54,David L. Calhoun,60,-6,www.boeing.com
Morgan Stanley,MS,Financials,142829,74814,61121,15034,New York,NY,no,no,no,yes,61,James P. Gorman,61,0,www.morganstanley.com
HCA Healthcare,HCA,Health Care,52649,244000,58752,6956,Nashville,TN,no,no,no,yes,62,Samuel N. Hazen,62,0,www.hcahealthcare.com
AbbVie,ABBV,Health Care,264607,50000,56197,11542,North Chicago,IL,no,no,no,yes,68,Richard A. Gonzalez,63,5,www.abbvie.com
Dow,DOW,Chemicals,38189,35700,54968,6311,Midland,MI,no,no,no,yes,82,James R. Fitterling,64,18,www.dow.com
Tesla,TSLA,Motor Vehicles & Parts,763395,99290,53823,5519,Austin,TX,no,yes,no,yes,100,Elon Musk,65,35,www.tesla.com
Allstate,ALL,Financials,33721,54500,53228,1599,Northbrook,IL,no,no,no,yes,70,Thomas J. Wilson,66,4,www.allstate.com
American International Group,AIG,Financials,40988,36600,52057,9388,New York,NY,no,no,no,yes,72,Peter S. Zaffino,67,5,www.aig.com
Best Buy,BBY,Retailing,17106,81375,51761,2454,Richfield,MN,no,no,yes,yes,66,Corie S. Barry,68,-2,www.investors.bestbuy.com
Charter Communications,CHTR,Telecommunications,89514,93700,51682,4654,Stamford,CT,no,no,no,yes,64,Thomas M. Rutledge,69,-5,www.charter.com
Sysco,SYY,Wholesalers,44508,57710,51297.8,524.2,Houston,TX,no,no,no,yes,60,Kevin P. Hourican,70,-10,www.sysco.com
Merck,MRK,Health Care,218166,67500,51216,13049,Kenilworth,NJ,no,no,no,yes,65,Robert Davis,71,-6,https://www.merck.com
New York Life Insurance,dsfsafa,Financials,89074,14344,51198.5,277.1,New York,NY,no,no,no,yes,67,Craig DeSanto,72,-5,www.newyorklife.com
Caterpillar,CAT,Industrials,95735,107700,50971,6489,Deerfield,IL,no,no,no,yes,78,D. James Umpleby III,73,5,www.caterpillar.com
Cisco Systems,CSCO,Technology,182327,79500,49818,10591,San Jose,CA,no,no,no,yes,63,Charles H. Robbins,74,-11,www.cisco.com
TJX,TJX,Retailing,73403,340000,48550,3282.8,Framingham,MA,no,no,no,yes,97,Ernie L. Herrman,75,22,www.tjx.com
Publix Super Markets,dfsfs,Food & Drug Stores,78645,232000,48393.9,4412.2,Lakeland,FL,no,no,no,yes,69,Randall T. Jones Sr.,76,-7,www.publix.com
ConocoPhillips,COP,Energy,114444,9900,48349,8079,Houston,TX,no,no,no,yes,156,Ryan M. Lance,77,79,www.conocophillips.com
Liberty Mutual Insurance Group,dfsfs,Financials,193000,45000,48200,3068,Boston,MA,no,no,no,yes,71,David H. Long,78,-7,www.libertymutual.com
Progressive,PGR,Financials,65485,49077,47702,3350.9,Mayfield Village,OH,no,no,yes,yes,74,Susan Patricia Griffith,79,-5,www.progressive.com
Nationwide,dfsfs,Financials,134233,24134,47376,1617.2,Columbus,OH,no,no,no,yes,76,Kirt A. Walker,80,-4,www.nationwide.com
Tyson Foods,TSN,"Food, Beverages & Tobacco",30189,137000,47049,3047,Springdale,AR,no,no,no,yes,73,Donnie D. King,81,-8,www.tysonfoods.com
Bristol-Myers Squibb,BMY,Health Care,155720,32200,46385,6994,New York,NY,no,no,no,yes,75,Giovanni Caforio,82,-7,www.bms.com
Nike,NKE,Apparel,171840,73300,44538,5727,Beaverton,OR,no,no,no,yes,85,John J. Donahoe II,83,2,www.nike.com
Deere,DE,Industrials,95233,75550,44024,5963,Moline,IL,no,no,no,yes,88,John C. May,84,4,www.deere.com
American Express,AXP,Financials,111287,64000,43663,8060,New York,NY,no,no,no,yes,83,Stephen J. Squeri,85,-2,www.americanexpress.com
Abbott Laboratories,ABT,Health Care,192481,113000,43075,7071,Abbott Park,IL,no,no,no,yes,89,Robert B. Ford,86,3,www.abbott.com
StoneX Group,SNEX,Financials,1699,3242,42534.2,116.3,New York,NY,no,no,no,yes,58,Sean M. O&#039;Connor,87,-29,www.stonex.com
Plains GP Holdings,PAGP,Energy,2131,4100,42078,60,Houston,TX,no,no,no,yes,127,Wilfred C.W. Chiang,88,39,www.plains.com
Enterprise Products Partners,EPD,Energy,55122,6911,40806.9,4637.7,Houston,TX,no,no,no,yes,105,A. James Teague/W. Randall Fowler,89,16,www.enterpriseproducts.com
TIAA,dfsfs,Financials,198321,15065,40526.4,4060.7,New York,NY,no,no,yes,yes,79,Thasunda Brown Duckett,90,-11,www.tiaa.org
Oracle,ORCL,Technology,192514,132000,40479,13746,Austin,TX,no,no,yes,yes,80,Safra A. Catz,91,-11,www.oracle.com
Thermo Fisher Scientific,TMO,Technology,202645,129000,39211,7725,Waltham,MA,no,no,no,yes,95,Marc Casper,92,3,https://www.thermofisher.com
Coca-Cola,KO,"Food, Beverages & Tobacco",271069,79000,38655,9771,Atlanta,GA,no,no,no,yes,93,James R. Quincey,93,0,www.coca-colacompany.com
General Dynamics,GD,Aerospace & Defense,59618,103100,38469,3257,Reston,VA,no,no,yes,yes,84,Phebe N. Novakovic,94,-10,www.gd.com
CHS,CHS,"Food, Beverages & Tobacco",98745,9941,38448,554,Inver Grove Heights,MN,no,no,no,yes,103,Jay D. Debertin,95,8,www.chsinc.com
USAA,USAA,Financials,96843,37335,37469.6,3300,San Antonio,TX,no,no,no,yes,87,Wayne Peacock,96,-9,www.usaa.com
Northwestern Mutual,NM,Financials,92894,7585,36751.2,977.8,Milwaukee,WI,no,no,no,yes,90,John E. Schlifske,97,-7,www.northwesternmutual.com
Nucor,NUE,Materials,31183,28800,36483.9,6827.5,Charlotte,NC,no,no,no,yes,149,Leon J. Topalian,98,51,www.nucor.com
Exelon,EXC,Energy,42832,31518,36347,1706,Chicago,IL,no,no,no,yes,92,Christopher M. Crane,99,-7,www.exeloncorp.com
Massachusetts Mutual Life Insurance,MULI,Financials,94939,10052,35899.5,319.3,Springfield,MA,no,no,no,yes,123,Roger W. Crandall,100,23,www.massmutual.com
Northrop Grumman,NOC,Aerospace & Defense,71099,88000,35667,7005,Falls Church,VA,no,no,yes,yes,86,Kathy J. Warden,101,-15,www.northropgrumman.com
3M,MMM,Chemicals,75190,95000,35355,5921,St. Paul,MN,no,no,no,yes,96,Michael F. Roman,102,-6,www.3m.com
Travelers,TRV,Financials,37998,30492,34816,3662,New York,NY,no,no,no,yes,98,Alan D. Schnitzer,103,-5,www.travelers.com
Arrow Electronics,ARW,Wholesalers,7851,20700,34477,1108.2,Centennial,CO,no,no,no,yes,102,Sean J. Kerins,104,-2,www.arrow.com
Honeywell International,HON,Industrials,120646,99000,34392,5542,Charlotte,NC,no,no,no,yes,94,Darius E. Adamczyk,105,-11,www.honeywell.com
Dollar General,DG,Retailing,55694,163000,34220.4,2399.2,Goodlettsville,TN,no,no,no,yes,91,Jeffery C. Owen,106,-15,www.dollargeneral.com
Qualcomm,QCOM,Technology,126877,45000,33566,9043,San Diego,CA,no,no,no,yes,124,Cristiano Amon,107,17,https://www.qualcomm.com
Capital One Financial,COF,Financials,44423,50767,32033,12390,McLean,VA,no,yes,no,yes,99,Richard D. Fairbank,108,-9,www.capitalone.com
TD Synnex,SNX,Wholesalers,9174,27000,31614.2,395.1,Fremont,CA,no,no,no,yes,117,Richard T. Hume,109,8,www.tdsynnex.com
Philip Morris International,PM,"Food, Beverages & Tobacco",141727,69600,31405,9109,New York,NY,no,no,no,yes,101,Jacek Olczak,110,-9,www.pmi.com
World Fuel Services,INT,Energy,1427,4414,31337,73.7,Miami,FL,no,no,no,yes,147,Michael J. Kasbar,111,36,www.wfscorp.com
Performance Food Group,PFGC,Wholesalers,7818,22885,30398.9,40.7,Richmond,VA,no,no,no,yes,114,George L. Holm,112,2,www.pfgc.com
Delta Air Lines,DAL,Transportation,20903,83000,29899,280,Atlanta,GA,no,no,no,yes,178,Edward H. Bastian,113,65,www.delta.com
American Airlines Group,AAL,Transportation,9847,123400,29882,-1993,Fort Worth,TX,no,no,no,no,174,Robert D. Isom,114,60,www.aa.com
Netflix,NFLX,Media,89579,11300,29697.8,5116.2,Los Gatos,CA,no,yes,no,yes,115,Ted Sarandos/Reed Hastings,115,0,www.netflix.com
Paramount Global,PARA,Media,16383,25115,29579,4543,New York,NY,no,no,no,yes,109,Robert M. Bakish,116,-7,www.paramount.com
US Foods Holding,USFD,Wholesalers,7335,28000,29487,164,Rosemont,IL,no,no,no,yes,128,Andrew Iacobucci,117,11,www.usfoods.com
Danaher,DHR,Health Care,189085,79000,29453,6433,Washington,DC,no,no,no,yes,130,Rainer Blair,118,12,https://www.danaher.com
Jabil,JBL,Technology,7554,238000,29285,696,St. Petersburg,FL,no,no,no,yes,104,Mark T. Mondello,119,-15,www.jabil.com
Starbucks,SBUX,"Hotels, Restaurants & Leisure",94677,383000,29060.6,4199.3,Seattle,WA,no,yes,no,yes,125,Howard D. Schultz,120,5,www.starbucks.com
Mondelez International,MDLZ,"Food, Beverages & Tobacco",85001,79000,28720,4300,Chicago,IL,no,no,no,yes,108,Dirk Van de Put,121,-13,www.mondelezinternational.com
Eli Lilly,LLY,Health Care,272723.6,35238,28318.4,5581.7,Indianapolis,IN,no,no,no,yes,118,David A. Ricks,122,-4,https://www.lilly.com
Hewlett Packard Enterprise,HPE,Technology,21725.3,60400,27784,3427,Houston,TX,no,no,no,yes,106,Antonio F. Neri,123,-17,https://www.hpe.com
D.R. Horton,DHI,Engineering & Construction,24313,11788,27774.2,4175.8,Arlington,TX,no,no,no,yes,148,David Auld,124,24,https://www.drhorton.com
Molina Healthcare,MOH,Health Care,19572.9,14000,27771,659,Long Beach,CA,no,no,no,yes,155,Joseph M. Zubretsky,125,30,https://www.molinahealthcare.com
CBRE Group,CBRE,Financials,30414.2,105000,27746,1836.6,Dallas,TX,no,no,no,yes,122,Robert E. Sulentic,126,-4,https://www.cbre.com
Micron Technology,MU,Technology,86977.2,43000,27705,5861,Boise,ID,no,no,no,yes,135,Sanjay Mehrotra,127,8,https://www.micron.com
Broadcom,AVGO,Technology,257086.5,20000,27450,6736,San Jose,CA,no,no,no,yes,121,Hock E. Tan,128,-7,https://www.broadcom.com
Gilead Sciences,GILD,Health Care,74656.5,14400,27305,6225,Foster City,CA,no,no,no,yes,116,Daniel P. O&#039;Day,129,-13,https://www.gilead.com
PBF Energy,PBF,Energy,2932.6,3418,27253.4,231,Parsippany,NJ,no,no,no,yes,203,Thomas J. Nimbley,130,73,https://www.pbfenergy.com
Lennar,LEN,Engineering & Construction,23413,10753,27130.7,4430.1,Miami,FL,no,no,no,yes,129,Jonathan M. Jaffe/Richard Beckwitt,131,-2,https://www.lennar.com
United Natural Foods,UNFI,Wholesalers,2409.3,28300,26992,149,Providence,RI,no,no,no,yes,107,Sandy Douglas,132,-25,https://www.unfi.com
NRG Energy,NRG,Energy,9855,6635,26989,2187,Houston,TX,no,no,no,yes,333,Mauricio Gutierrez,133,200,https://www.nrg.com
Nvidia,NVDA,Technology,296011,22473,26914,9752,Santa Clara,CA,no,yes,no,yes,184,Jensen Huang,134,50,https://www.nvidia.com
Occidental Petroleum,OXY,Energy,53160.2,11678,26772,2322,Houston,TX,no,no,yes,yes,183,Vicki A. Hollub,135,48,https://www.oxy.com
Salesforce,CRM,Technology,210196.8,73541,26492,1444,San Francisco,CA,no,yes,no,yes,137,Marc R. Benioff/Bret Taylor,136,1,https://www.salesforce.com
Dollar Tree,DLTR,Retailing,36051.4,136226,26321.2,1327.9,Chesapeake,VA,no,no,no,yes,111,Michael A. Witynski,137,-26,https://www.dollartree.com
KKR,KKR,Financials,51542.9,3238,26141.3,4666.5,New York,NY,no,no,no,yes,316,Joseph Y. Bae/Scott C. Nuttall,138,178,https://www.kkr.com
Kraft Heinz,KHC,"Food, Beverages & Tobacco",48248.6,36000,26042,1012,Chicago,IL,no,no,no,yes,110,Miguel Patricio,139,-29,https://www.kraftheinzcompany.com
Amgen,AMGN,Health Care,134700.8,24200,25979,5893,Thousand Oaks,CA,no,no,no,yes,112,Robert A. Bradway,140,-28,https://www.amgen.com
AutoNation,AN,Retailing,6111.4,22200,25844,1373,Fort Lauderdale,FL,no,no,no,yes,145,Michael M. Manley,141,4,https://www.autonation.com
Penske Automotive Group,PAG,Retailing,7196.7,24797,25554.7,1187.8,Bloomfield Hills,MI,no,no,no,yes,143,Roger S. Penske,142,1,https://www.penskeautomotive.com
PayPal,PYPL,Business Services,99538,30900,25371,4169,San Jose,CA,no,no,no,yes,134,Daniel Schulman,143,-9,https://www.paypal.com
Macy's,M,Retailing,7123.2,88857,25292,1430,New York,NY,no,no,no,yes,164,Jeffrey Gennette,144,20,https://www.macysinc.com
Duke Energy,DUK,Energy,85967,27605,24677,3908,Charlotte,NC,no,no,yes,yes,126,Lynn J. Good,145,-19,https://www.duke-energy.com
United Airlines Holdings,UAL,Transportation,15049.7,84100,24634,-1964,Chicago,IL,no,no,no,no,200,J. Scott Kirby,146,54,https://www.united.com
Visa,V,Business Services,480022.5,21500,24105,12311,San Francisco,CA,no,no,no,yes,133,Alfred F. Kelly Jr.,147,-14,https://www.visa.com
Rite Aid,RAD,Food & Drug Stores,488.1,50000,24043.4,-90.9,Camp Hill,PA,no,no,yes,no,132,Heyward Donigan,148,-16,https://www.riteaid.com
Cummins,CMI,Industrials,29140.9,59900,24021,2131,Columbus,IN,no,no,yes,yes,150,Jennifer Rumsey,149,1,https://www.cummins.com
U.S. Bancorp,USB,Financials,78929.8,68796,23714,7963,Minneapolis,MN,no,no,no,yes,113,Andrew J. Cecere,150,-37,https://www.usbank.com
Paccar,PCAR,Motor Vehicles & Parts,29101,28500,23522.3,1852.1,Bellevue,WA,no,no,no,yes,159,R. Preston Feight,151,8,https://www.paccar.com
McDonald's,MCD,"Hotels, Restaurants & Leisure",183873.6,200000,23222.9,7545.2,Chicago,IL,no,no,no,yes,157,Christopher J. Kempczinski,152,5,https://www.investor.mcdonalds.com
Southern,SO,Energy,76877,27164,23113,2393,Atlanta,GA,no,no,no,yes,146,Thomas A. Fanning,153,-7,https://www.southerncompany.com
C.H. Robinson Worldwide,CHRW,Transportation,13855.8,16877,23102.1,844.2,Eden Prairie,MN,no,no,no,yes,191,Robert C. Biesterfeld Jr.,154,37,https://www.chrobinson.com
Truist Financial,TFC,Financials,75353.9,51462,23064,6440,Charlotte,NC,no,no,no,yes,119,William H. Rogers Jr.,155,-36,https://www.truist.com
Applied Materials,AMAT,Technology,116431.4,27000,23063,5888,Santa Clara,CA,no,no,no,yes,176,Gary E. Dickerson,156,20,https://www.appliedmaterials.com
Freeport-McMoRan,FCX,Energy,72360.8,24700,22845,4306,Phoenix,AZ,no,no,no,yes,215,Richard C. Adkerson,157,58,https://www.fcx.com
Lithia Motors,LAD,Retailing,5678,21150,22831.7,1060,Medford,OR,no,no,no,yes,231,Bryan DeBoer,158,73,https://www.lithiainvestorrelations.com
Blackstone,BX,Financials,88907.2,3795,22577.1,5857.4,New York,NY,no,yes,no,yes,454,Stephen A. Schwarzman,159,295,https://www.blackstone.com
Hartford Financial Services Group,HIG,Financials,23815.6,18100,22390,2365,Hartford,CT,no,no,no,yes,142,Christopher J. Swift,160,-18,https://www.thehartford.com
Aflac,AFL,Financials,41812.8,12447,22106,4325,Columbus,GA,no,no,no,yes,131,Daniel P. Amos,161,-30,https://www.aflac.com
Whirlpool,WHR,Industrials,10101.2,69000,21985,1783,Benton Harbor,MI,no,no,no,yes,154,Marc R. Bitzer,162,-8,https://www.whirlpoolcorp.com
Union Pacific,UNP,Transportation,171681.6,32124,21804,6523,Omaha,NE,no,no,no,yes,153,Lance M. Fritz,163,-10,https://www.up.com
International Paper,IP,Materials,17301.1,38200,21780,1752,Memphis,TN,no,no,no,yes,141,Mark S. Sutton,164,-23,https://www.internationalpaper.com
Altria Group,MO,"Food, Beverages & Tobacco",94951.7,6000,21111,2475,Richmond,VA,no,no,no,yes,138,William F. Gifford Jr.,165,-27,https://www.altria.com
CDW,CDW,Technology,24140.2,13900,20820.8,988.6,Lincolnshire,IL,no,no,yes,yes,161,Christine A. Leahy,166,-5,https://www.cdw.com
ManpowerGroup,MAN,Business Services,5025.6,30000,20724.4,382.4,Milwaukee,WI,no,no,no,yes,165,Jonas Prising,167,-2,https://www.manpowergroup.com
PG&E,PCG,Energy,29433.7,26000,20642,-102,San Francisco,CA,no,no,yes,no,160,Patricia K. Poppe,168,-8,https://www.pgecorp.com
Carrier Global,CARR,Industrials,39127.4,58000,20613,1664,Palm Beach Gardens,FL,no,no,no,yes,171,David L. Gitlin,169,2,https://www.corporate.carrier.com
Baker Hughes,BKR,Energy,37410.2,54000,20502,-219,Houston,TX,no,no,no,no,140,Lorenzo Simonelli,170,-30,https://www.bakerhughes.com
Cleveland-Cliffs,CLF,Materials,16891.2,26000,20444,2988,Cleveland,OH,yes,no,no,yes, ,C. Lourenco Goncalves,171,0,https://www.clevelandcliffs.com
United States Steel,X,Materials,9832.3,24540,20275,4174,Pittsburgh,PA,no,no,no,yes,310,David B. Burritt,172,138,https://www.ussteel.com
Becton Dickinson,BDX,Health Care,75749.1,75000,20248,2092,Franklin Lakes,NJ,no,no,no,yes,177,Thomas E. Polen,173,4,https://www.bd.com
CarMax,KMX,Retailing,15305,26889,20092.1,746.9,Richmond,VA,no,no,no,yes,136,William D. Nash,174,-38,www.carmax.com
Sherwin-Williams,SHW,Chemicals,65037.9,61626,19944.6,1864.4,Cleveland,OH,no,no,no,yes,162,John G. Morikis,175,-13,https://www.sherwin-williams.com
Builders FirstSource,BLDR,Materials,9205,28000,19893.9,1725.4,Dallas,TX,no,no,no,yes,350,David Flitman,176,174,https://www.bldr.com
Marsh & McLennan,MMC,Financials,85681.3,83000,19820,3143,New York,NY,no,no,no,yes,175,Daniel S. Glaser,177,-2,https://www.marshmclennan.com
PNC Financial Services Group,PNC,Financials,77203.4,58547,19698,5674,Pittsburgh,PA,no,no,no,yes,120,William S. Demchak,178,-58,https://www.pnc.com
Lumen Technologies,LUMN,Telecommunications,11533.4,36000,19687,2033,Monroe,LA,no,no,no,yes,139,Jeffrey K. Storey,179,-40,https://www.lumen.com
Avnet,AVT,Wholesalers,4016.9,14500,19534.7,193.1,Phoenix,AZ,no,no,no,yes,168,Philip R. Gallagher,180,-12,https://www.avnet.com
Tenet Healthcare,THC,Health Care,9387.6,88968,19485,914,Dallas,TX,no,no,no,yes,167,Saumya Sutaria,181,-14,https://www.tenethealth.com
Kimberly-Clark,KMB,Household Products,41496.1,45000,19440,1814,Irving,TX,no,no,no,yes,158,Michael D. Hsu,182,-24,https://www.kimberly-clark.com
Kohl's,KSS,Retailing,7774.6,67000,19433,938,Menomonee Falls,WI,no,no,yes,yes,195,Michelle D. Gass,183,12,https://www.kohls.com
BlackRock,BLK,Financials,116186.2,18400,19374,5901,New York,NY,no,no,no,yes,192,Laurence D. Fink,184,8,https://www.blackrock.com
Jones Lang LaSalle,JLL,Financials,11945.5,98200,19367,961.6,Chicago,IL,no,no,no,yes,186,Christian Ulbrich,185,1,https://www.jll.com
